,DateTime,SleepStage,time_min,date,valid
1521,2023-12-02 01:21:00,light,01:21:00,12/02/2023,
1522,2023-12-02 01:22:00,light,01:22:00,12/02/2023,
1523,2023-12-02 01:23:00,light,01:23:00,12/02/2023,
1524,2023-12-02 01:24:00,light,01:24:00,12/02/2023,
1525,2023-12-02 01:25:00,light,01:25:00,12/02/2023,
1526,2023-12-02 01:26:00,light,01:26:00,12/02/2023,
1527,2023-12-02 01:27:00,light,01:27:00,12/02/2023,
1528,2023-12-02 01:28:00,light,01:28:00,12/02/2023,
1529,2023-12-02 01:29:00,light,01:29:00,12/02/2023,
1530,2023-12-02 01:30:00,light,01:30:00,12/02/2023,
1531,2023-12-02 01:31:00,light,01:31:00,12/02/2023,
1532,2023-12-02 01:32:00,light,01:32:00,12/02/2023,
1533,2023-12-02 01:33:00,light,01:33:00,12/02/2023,
1534,2023-12-02 01:34:00,light,01:34:00,12/02/2023,
1535,2023-12-02 01:35:00,light,01:35:00,12/02/2023,
1536,2023-12-02 01:36:00,light,01:36:00,12/02/2023,
1537,2023-12-02 01:37:00,light,01:37:00,12/02/2023,
1538,2023-12-02 01:38:00,light,01:38:00,12/02/2023,
1539,2023-12-02 01:39:00,light,01:39:00,12/02/2023,
1540,2023-12-02 01:40:00,light,01:40:00,12/02/2023,
1541,2023-12-02 01:41:00,light,01:41:00,12/02/2023,
1542,2023-12-02 01:42:00,light,01:42:00,12/02/2023,
1543,2023-12-02 01:43:00,light,01:43:00,12/02/2023,
1544,2023-12-02 01:44:00,deep,01:44:00,12/02/2023,
1545,2023-12-02 01:45:00,deep,01:45:00,12/02/2023,
1546,2023-12-02 01:46:00,deep,01:46:00,12/02/2023,
1547,2023-12-02 01:47:00,deep,01:47:00,12/02/2023,
1548,2023-12-02 01:48:00,deep,01:48:00,12/02/2023,
1549,2023-12-02 01:49:00,deep,01:49:00,12/02/2023,
1550,2023-12-02 01:50:00,deep,01:50:00,12/02/2023,
1551,2023-12-02 01:50:00,light,01:50:00,12/02/2023,
1552,2023-12-02 01:51:00,light,01:51:00,12/02/2023,
1553,2023-12-02 01:52:00,light,01:52:00,12/02/2023,
1554,2023-12-02 01:53:00,light,01:53:00,12/02/2023,
1555,2023-12-02 01:54:00,light,01:54:00,12/02/2023,
1556,2023-12-02 01:55:00,light,01:55:00,12/02/2023,
1557,2023-12-02 01:56:00,light,01:56:00,12/02/2023,
1558,2023-12-02 01:57:00,light,01:57:00,12/02/2023,
1559,2023-12-02 01:58:00,light,01:58:00,12/02/2023,
1560,2023-12-02 01:59:00,light,01:59:00,12/02/2023,
1561,2023-12-02 02:00:00,light,02:00:00,12/02/2023,
1562,2023-12-02 02:01:00,light,02:01:00,12/02/2023,
1563,2023-12-02 02:02:00,light,02:02:00,12/02/2023,
1564,2023-12-02 02:03:00,light,02:03:00,12/02/2023,
1565,2023-12-02 02:04:00,light,02:04:00,12/02/2023,
1566,2023-12-02 02:05:00,light,02:05:00,12/02/2023,
1567,2023-12-02 02:06:00,light,02:06:00,12/02/2023,
1568,2023-12-02 02:07:00,light,02:07:00,12/02/2023,
1569,2023-12-02 02:08:00,light,02:08:00,12/02/2023,
1570,2023-12-02 02:09:00,light,02:09:00,12/02/2023,
1571,2023-12-02 02:10:00,light,02:10:00,12/02/2023,
1572,2023-12-02 02:11:00,light,02:11:00,12/02/2023,
1573,2023-12-02 02:12:00,light,02:12:00,12/02/2023,
1574,2023-12-02 02:13:00,light,02:13:00,12/02/2023,
1575,2023-12-02 02:14:00,light,02:14:00,12/02/2023,
1576,2023-12-02 02:15:00,light,02:15:00,12/02/2023,
1577,2023-12-02 02:16:00,light,02:16:00,12/02/2023,
1578,2023-12-02 02:17:00,light,02:17:00,12/02/2023,
1579,2023-12-02 02:18:00,light,02:18:00,12/02/2023,
1580,2023-12-02 02:19:00,light,02:19:00,12/02/2023,
1581,2023-12-02 02:20:00,light,02:20:00,12/02/2023,
1582,2023-12-02 02:21:00,light,02:21:00,12/02/2023,
1583,2023-12-02 02:22:00,light,02:22:00,12/02/2023,
1584,2023-12-02 02:23:00,rem,02:23:00,12/02/2023,
1585,2023-12-02 02:24:00,rem,02:24:00,12/02/2023,
1586,2023-12-02 02:25:00,rem,02:25:00,12/02/2023,
1587,2023-12-02 02:26:00,rem,02:26:00,12/02/2023,
1588,2023-12-02 02:27:00,rem,02:27:00,12/02/2023,
1589,2023-12-02 02:28:00,rem,02:28:00,12/02/2023,
1590,2023-12-02 02:29:00,light,02:29:00,12/02/2023,
1591,2023-12-02 02:30:00,light,02:30:00,12/02/2023,
1592,2023-12-02 02:31:00,light,02:31:00,12/02/2023,
1593,2023-12-02 02:32:00,light,02:32:00,12/02/2023,
1594,2023-12-02 02:33:00,light,02:33:00,12/02/2023,
1595,2023-12-02 02:34:00,light,02:34:00,12/02/2023,
1596,2023-12-02 02:35:00,light,02:35:00,12/02/2023,
1597,2023-12-02 02:36:00,light,02:36:00,12/02/2023,
1598,2023-12-02 02:37:00,light,02:37:00,12/02/2023,
1599,2023-12-02 02:38:00,light,02:38:00,12/02/2023,
1600,2023-12-02 02:39:00,light,02:39:00,12/02/2023,
1601,2023-12-02 02:40:00,light,02:40:00,12/02/2023,
1602,2023-12-02 02:41:00,light,02:41:00,12/02/2023,
1603,2023-12-02 02:42:00,light,02:42:00,12/02/2023,
1604,2023-12-02 02:43:00,light,02:43:00,12/02/2023,
1605,2023-12-02 02:44:00,light,02:44:00,12/02/2023,
1606,2023-12-02 02:45:00,light,02:45:00,12/02/2023,
1607,2023-12-02 02:46:00,light,02:46:00,12/02/2023,
1608,2023-12-02 02:47:00,light,02:47:00,12/02/2023,
1609,2023-12-02 02:48:00,light,02:48:00,12/02/2023,
1610,2023-12-02 02:49:00,light,02:49:00,12/02/2023,
1611,2023-12-02 02:50:00,light,02:50:00,12/02/2023,
1612,2023-12-02 02:51:00,light,02:51:00,12/02/2023,
1613,2023-12-02 02:52:00,light,02:52:00,12/02/2023,
1614,2023-12-02 02:53:00,light,02:53:00,12/02/2023,
1615,2023-12-02 02:54:00,light,02:54:00,12/02/2023,
1616,2023-12-02 02:55:00,light,02:55:00,12/02/2023,
1617,2023-12-02 02:56:00,light,02:56:00,12/02/2023,
1618,2023-12-02 02:57:00,light,02:57:00,12/02/2023,
1619,2023-12-02 02:58:00,light,02:58:00,12/02/2023,
1620,2023-12-02 02:59:00,light,02:59:00,12/02/2023,
1621,2023-12-02 03:00:00,light,03:00:00,12/02/2023,
1622,2023-12-02 03:01:00,light,03:01:00,12/02/2023,
1623,2023-12-02 03:02:00,light,03:02:00,12/02/2023,
1624,2023-12-02 03:03:00,light,03:03:00,12/02/2023,
1625,2023-12-02 03:04:00,light,03:04:00,12/02/2023,
1626,2023-12-02 03:05:00,light,03:05:00,12/02/2023,
1627,2023-12-02 03:06:00,light,03:06:00,12/02/2023,
1628,2023-12-02 03:07:00,light,03:07:00,12/02/2023,
1629,2023-12-02 03:08:00,light,03:08:00,12/02/2023,
1630,2023-12-02 03:09:00,light,03:09:00,12/02/2023,
1631,2023-12-02 03:10:00,light,03:10:00,12/02/2023,
1632,2023-12-02 03:11:00,light,03:11:00,12/02/2023,
1633,2023-12-02 03:12:00,light,03:12:00,12/02/2023,
1634,2023-12-02 03:13:00,light,03:13:00,12/02/2023,
1635,2023-12-02 03:14:00,light,03:14:00,12/02/2023,
1636,2023-12-02 03:15:00,light,03:15:00,12/02/2023,
1637,2023-12-02 03:16:00,light,03:16:00,12/02/2023,
1638,2023-12-02 03:17:00,light,03:17:00,12/02/2023,
1639,2023-12-02 03:18:00,light,03:18:00,12/02/2023,
1640,2023-12-02 03:19:00,deep,03:19:00,12/02/2023,
1641,2023-12-02 03:20:00,deep,03:20:00,12/02/2023,
1642,2023-12-02 03:21:00,deep,03:21:00,12/02/2023,
1643,2023-12-02 03:22:00,deep,03:22:00,12/02/2023,
1644,2023-12-02 03:23:00,deep,03:23:00,12/02/2023,
1645,2023-12-02 03:24:00,deep,03:24:00,12/02/2023,
1646,2023-12-02 03:25:00,deep,03:25:00,12/02/2023,
1647,2023-12-02 03:25:00,light,03:25:00,12/02/2023,
1648,2023-12-02 03:26:00,light,03:26:00,12/02/2023,
1649,2023-12-02 03:27:00,light,03:27:00,12/02/2023,
1650,2023-12-02 03:28:00,light,03:28:00,12/02/2023,
1651,2023-12-02 03:29:00,light,03:29:00,12/02/2023,
1652,2023-12-02 03:30:00,light,03:30:00,12/02/2023,
1653,2023-12-02 03:31:00,light,03:31:00,12/02/2023,
1654,2023-12-02 03:32:00,light,03:32:00,12/02/2023,
1655,2023-12-02 03:33:00,light,03:33:00,12/02/2023,
1656,2023-12-02 03:34:00,deep,03:34:00,12/02/2023,
1657,2023-12-02 03:35:00,deep,03:35:00,12/02/2023,
1658,2023-12-02 03:36:00,deep,03:36:00,12/02/2023,
1659,2023-12-02 03:37:00,deep,03:37:00,12/02/2023,
1660,2023-12-02 03:38:00,deep,03:38:00,12/02/2023,
1661,2023-12-02 03:39:00,light,03:39:00,12/02/2023,
1662,2023-12-02 03:40:00,light,03:40:00,12/02/2023,
1663,2023-12-02 03:41:00,light,03:41:00,12/02/2023,
1664,2023-12-02 03:42:00,light,03:42:00,12/02/2023,
1665,2023-12-02 03:43:00,light,03:43:00,12/02/2023,
1666,2023-12-02 03:44:00,light,03:44:00,12/02/2023,
1667,2023-12-02 03:45:00,light,03:45:00,12/02/2023,
1668,2023-12-02 03:46:00,light,03:46:00,12/02/2023,
1669,2023-12-02 03:47:00,light,03:47:00,12/02/2023,
1670,2023-12-02 03:48:00,light,03:48:00,12/02/2023,
1671,2023-12-02 03:49:00,light,03:49:00,12/02/2023,
1672,2023-12-02 03:50:00,light,03:50:00,12/02/2023,
1673,2023-12-02 03:51:00,rem,03:51:00,12/02/2023,
1674,2023-12-02 03:52:00,rem,03:52:00,12/02/2023,
1675,2023-12-02 03:53:00,rem,03:53:00,12/02/2023,
1676,2023-12-02 03:54:00,rem,03:54:00,12/02/2023,
1677,2023-12-02 03:55:00,rem,03:55:00,12/02/2023,
1678,2023-12-02 03:56:00,rem,03:56:00,12/02/2023,
1679,2023-12-02 03:57:00,rem,03:57:00,12/02/2023,
1680,2023-12-02 03:58:00,rem,03:58:00,12/02/2023,
1681,2023-12-02 03:59:00,rem,03:59:00,12/02/2023,
1682,2023-12-02 04:00:00,rem,04:00:00,12/02/2023,
1683,2023-12-02 04:01:00,rem,04:01:00,12/02/2023,
1684,2023-12-02 04:02:00,rem,04:02:00,12/02/2023,
1685,2023-12-02 04:03:00,rem,04:03:00,12/02/2023,
1686,2023-12-02 04:04:00,rem,04:04:00,12/02/2023,
1687,2023-12-02 04:05:00,rem,04:05:00,12/02/2023,
1688,2023-12-02 04:06:00,rem,04:06:00,12/02/2023,
1689,2023-12-02 04:07:00,rem,04:07:00,12/02/2023,
1690,2023-12-02 04:08:00,rem,04:08:00,12/02/2023,
1691,2023-12-02 04:09:00,light,04:09:00,12/02/2023,
1692,2023-12-02 04:10:00,light,04:10:00,12/02/2023,
1693,2023-12-02 04:11:00,light,04:11:00,12/02/2023,
1694,2023-12-02 04:12:00,light,04:12:00,12/02/2023,
1695,2023-12-02 04:13:00,light,04:13:00,12/02/2023,
1696,2023-12-02 04:14:00,light,04:14:00,12/02/2023,
1697,2023-12-02 04:15:00,light,04:15:00,12/02/2023,
1698,2023-12-02 04:16:00,light,04:16:00,12/02/2023,
1699,2023-12-02 04:17:00,light,04:17:00,12/02/2023,
1700,2023-12-02 04:18:00,light,04:18:00,12/02/2023,
1701,2023-12-02 04:19:00,light,04:19:00,12/02/2023,
1702,2023-12-02 04:20:00,light,04:20:00,12/02/2023,
1703,2023-12-02 04:21:00,light,04:21:00,12/02/2023,
1704,2023-12-02 04:22:00,light,04:22:00,12/02/2023,
1705,2023-12-02 04:23:00,light,04:23:00,12/02/2023,
1706,2023-12-02 04:24:00,light,04:24:00,12/02/2023,
1707,2023-12-02 04:25:00,light,04:25:00,12/02/2023,
1708,2023-12-02 04:26:00,light,04:26:00,12/02/2023,
1709,2023-12-02 04:27:00,light,04:27:00,12/02/2023,
1710,2023-12-02 04:28:00,light,04:28:00,12/02/2023,
1711,2023-12-02 04:29:00,light,04:29:00,12/02/2023,
1712,2023-12-02 04:30:00,light,04:30:00,12/02/2023,
1713,2023-12-02 04:30:00,deep,04:30:00,12/02/2023,
1714,2023-12-02 04:31:00,deep,04:31:00,12/02/2023,
1715,2023-12-02 04:32:00,deep,04:32:00,12/02/2023,
1716,2023-12-02 04:33:00,deep,04:33:00,12/02/2023,
1717,2023-12-02 04:34:00,deep,04:34:00,12/02/2023,
1718,2023-12-02 04:35:00,deep,04:35:00,12/02/2023,
1719,2023-12-02 04:36:00,deep,04:36:00,12/02/2023,
1720,2023-12-02 04:37:00,light,04:37:00,12/02/2023,
1721,2023-12-02 04:38:00,light,04:38:00,12/02/2023,
1722,2023-12-02 04:38:00,rem,04:38:00,12/02/2023,
1723,2023-12-02 04:39:00,rem,04:39:00,12/02/2023,
1724,2023-12-02 04:40:00,rem,04:40:00,12/02/2023,
1725,2023-12-02 04:41:00,rem,04:41:00,12/02/2023,
1726,2023-12-02 04:42:00,rem,04:42:00,12/02/2023,
1727,2023-12-02 04:43:00,rem,04:43:00,12/02/2023,
1728,2023-12-02 04:44:00,rem,04:44:00,12/02/2023,
1729,2023-12-02 04:45:00,rem,04:45:00,12/02/2023,
1730,2023-12-02 04:46:00,rem,04:46:00,12/02/2023,
1731,2023-12-02 04:47:00,rem,04:47:00,12/02/2023,
1732,2023-12-02 04:48:00,rem,04:48:00,12/02/2023,
1733,2023-12-02 04:49:00,rem,04:49:00,12/02/2023,
1734,2023-12-02 04:50:00,rem,04:50:00,12/02/2023,
1735,2023-12-02 04:51:00,rem,04:51:00,12/02/2023,
1736,2023-12-02 04:52:00,rem,04:52:00,12/02/2023,
1737,2023-12-02 04:53:00,rem,04:53:00,12/02/2023,
1738,2023-12-02 04:54:00,rem,04:54:00,12/02/2023,
1739,2023-12-02 04:55:00,rem,04:55:00,12/02/2023,
1740,2023-12-02 04:56:00,rem,04:56:00,12/02/2023,
1741,2023-12-02 04:57:00,rem,04:57:00,12/02/2023,
1742,2023-12-02 04:58:00,rem,04:58:00,12/02/2023,
1743,2023-12-02 04:59:00,rem,04:59:00,12/02/2023,
1744,2023-12-02 05:00:00,rem,05:00:00,12/02/2023,
1745,2023-12-02 05:01:00,rem,05:01:00,12/02/2023,
1746,2023-12-02 05:02:00,rem,05:02:00,12/02/2023,
1747,2023-12-02 05:03:00,rem,05:03:00,12/02/2023,
1748,2023-12-02 05:04:00,rem,05:04:00,12/02/2023,
1749,2023-12-02 05:05:00,rem,05:05:00,12/02/2023,
1750,2023-12-02 05:06:00,rem,05:06:00,12/02/2023,
1751,2023-12-02 05:07:00,rem,05:07:00,12/02/2023,
1752,2023-12-02 05:08:00,rem,05:08:00,12/02/2023,
1753,2023-12-02 05:09:00,rem,05:09:00,12/02/2023,
1754,2023-12-02 05:10:00,rem,05:10:00,12/02/2023,
1755,2023-12-02 05:11:00,rem,05:11:00,12/02/2023,
1756,2023-12-02 05:12:00,rem,05:12:00,12/02/2023,
1757,2023-12-02 05:13:00,light,05:13:00,12/02/2023,
1758,2023-12-02 05:14:00,light,05:14:00,12/02/2023,
1759,2023-12-02 05:15:00,light,05:15:00,12/02/2023,
1760,2023-12-02 05:16:00,light,05:16:00,12/02/2023,
1761,2023-12-02 05:17:00,light,05:17:00,12/02/2023,
1762,2023-12-02 05:18:00,light,05:18:00,12/02/2023,
1763,2023-12-02 05:19:00,light,05:19:00,12/02/2023,
1764,2023-12-02 05:20:00,light,05:20:00,12/02/2023,
1765,2023-12-02 05:21:00,light,05:21:00,12/02/2023,
1766,2023-12-02 05:21:00,wake,05:21:00,12/02/2023,
1767,2023-12-02 05:22:00,wake,05:22:00,12/02/2023,
1768,2023-12-02 05:23:00,wake,05:23:00,12/02/2023,
1769,2023-12-02 05:24:00,wake,05:24:00,12/02/2023,
1770,2023-12-02 05:25:00,wake,05:25:00,12/02/2023,
1771,2023-12-02 05:26:00,light,05:26:00,12/02/2023,
1772,2023-12-02 05:27:00,light,05:27:00,12/02/2023,
1773,2023-12-02 05:28:00,light,05:28:00,12/02/2023,
1774,2023-12-02 05:29:00,light,05:29:00,12/02/2023,
1775,2023-12-02 05:30:00,light,05:30:00,12/02/2023,
1776,2023-12-02 05:31:00,light,05:31:00,12/02/2023,
1777,2023-12-02 05:32:00,light,05:32:00,12/02/2023,
1778,2023-12-02 05:33:00,light,05:33:00,12/02/2023,
1779,2023-12-02 05:34:00,light,05:34:00,12/02/2023,
1780,2023-12-02 05:35:00,light,05:35:00,12/02/2023,
1781,2023-12-02 05:36:00,light,05:36:00,12/02/2023,
1782,2023-12-02 05:37:00,light,05:37:00,12/02/2023,
1783,2023-12-02 05:38:00,light,05:38:00,12/02/2023,
1784,2023-12-02 05:39:00,light,05:39:00,12/02/2023,
1785,2023-12-02 05:40:00,light,05:40:00,12/02/2023,
1786,2023-12-02 05:41:00,light,05:41:00,12/02/2023,
1787,2023-12-02 05:42:00,light,05:42:00,12/02/2023,
1788,2023-12-02 05:43:00,light,05:43:00,12/02/2023,
1789,2023-12-02 05:44:00,light,05:44:00,12/02/2023,
1790,2023-12-02 05:45:00,light,05:45:00,12/02/2023,
1791,2023-12-02 05:46:00,light,05:46:00,12/02/2023,
1792,2023-12-02 05:47:00,light,05:47:00,12/02/2023,
1793,2023-12-02 05:48:00,light,05:48:00,12/02/2023,
1794,2023-12-02 05:49:00,light,05:49:00,12/02/2023,
1795,2023-12-02 05:50:00,light,05:50:00,12/02/2023,
1796,2023-12-02 05:51:00,light,05:51:00,12/02/2023,
1797,2023-12-02 05:52:00,light,05:52:00,12/02/2023,
1798,2023-12-02 05:53:00,light,05:53:00,12/02/2023,
1799,2023-12-02 05:54:00,light,05:54:00,12/02/2023,
1800,2023-12-02 05:55:00,light,05:55:00,12/02/2023,
1801,2023-12-02 05:56:00,light,05:56:00,12/02/2023,
1802,2023-12-02 05:57:00,light,05:57:00,12/02/2023,
1803,2023-12-02 05:58:00,light,05:58:00,12/02/2023,
1804,2023-12-02 05:59:00,light,05:59:00,12/02/2023,
1805,2023-12-02 06:00:00,light,06:00:00,12/02/2023,
1806,2023-12-02 06:01:00,light,06:01:00,12/02/2023,
1807,2023-12-02 06:02:00,light,06:02:00,12/02/2023,
1808,2023-12-02 06:03:00,light,06:03:00,12/02/2023,
1809,2023-12-02 06:04:00,light,06:04:00,12/02/2023,
1810,2023-12-02 06:05:00,light,06:05:00,12/02/2023,
1811,2023-12-02 06:06:00,light,06:06:00,12/02/2023,
1812,2023-12-02 06:07:00,light,06:07:00,12/02/2023,
1813,2023-12-02 06:08:00,light,06:08:00,12/02/2023,
1814,2023-12-02 06:09:00,light,06:09:00,12/02/2023,
1815,2023-12-02 06:10:00,light,06:10:00,12/02/2023,
1816,2023-12-02 06:11:00,light,06:11:00,12/02/2023,
1817,2023-12-02 06:12:00,light,06:12:00,12/02/2023,
1818,2023-12-02 06:13:00,light,06:13:00,12/02/2023,
1819,2023-12-02 06:14:00,light,06:14:00,12/02/2023,
1820,2023-12-02 06:15:00,rem,06:15:00,12/02/2023,
1821,2023-12-02 06:16:00,rem,06:16:00,12/02/2023,
1822,2023-12-02 06:17:00,rem,06:17:00,12/02/2023,
1823,2023-12-02 06:18:00,rem,06:18:00,12/02/2023,
1824,2023-12-02 06:19:00,rem,06:19:00,12/02/2023,
1825,2023-12-02 06:20:00,rem,06:20:00,12/02/2023,
1826,2023-12-02 06:21:00,rem,06:21:00,12/02/2023,
1827,2023-12-02 06:22:00,rem,06:22:00,12/02/2023,
1828,2023-12-02 06:23:00,rem,06:23:00,12/02/2023,
1829,2023-12-02 06:24:00,rem,06:24:00,12/02/2023,
1830,2023-12-02 06:25:00,rem,06:25:00,12/02/2023,
1831,2023-12-02 06:26:00,rem,06:26:00,12/02/2023,
1832,2023-12-02 06:27:00,rem,06:27:00,12/02/2023,
1833,2023-12-02 06:28:00,rem,06:28:00,12/02/2023,
1834,2023-12-02 06:29:00,rem,06:29:00,12/02/2023,
1835,2023-12-02 06:30:00,rem,06:30:00,12/02/2023,
1836,2023-12-02 06:31:00,rem,06:31:00,12/02/2023,
1837,2023-12-02 06:32:00,rem,06:32:00,12/02/2023,
1838,2023-12-02 06:33:00,rem,06:33:00,12/02/2023,
1839,2023-12-02 06:34:00,rem,06:34:00,12/02/2023,
1840,2023-12-02 06:34:00,light,06:34:00,12/02/2023,
1841,2023-12-02 06:35:00,light,06:35:00,12/02/2023,
1842,2023-12-02 06:36:00,light,06:36:00,12/02/2023,
1843,2023-12-02 06:37:00,light,06:37:00,12/02/2023,
1844,2023-12-02 06:38:00,light,06:38:00,12/02/2023,
1845,2023-12-02 06:39:00,light,06:39:00,12/02/2023,
1846,2023-12-02 06:40:00,light,06:40:00,12/02/2023,
1847,2023-12-02 06:41:00,light,06:41:00,12/02/2023,
1848,2023-12-02 06:42:00,light,06:42:00,12/02/2023,
1849,2023-12-02 06:43:00,light,06:43:00,12/02/2023,
1850,2023-12-02 06:44:00,light,06:44:00,12/02/2023,
1851,2023-12-02 06:45:00,light,06:45:00,12/02/2023,
1852,2023-12-02 06:46:00,light,06:46:00,12/02/2023,
1853,2023-12-02 06:47:00,light,06:47:00,12/02/2023,
1854,2023-12-02 06:48:00,light,06:48:00,12/02/2023,
1855,2023-12-02 06:49:00,light,06:49:00,12/02/2023,
1856,2023-12-02 06:50:00,light,06:50:00,12/02/2023,
1857,2023-12-02 06:51:00,light,06:51:00,12/02/2023,
1858,2023-12-02 06:52:00,light,06:52:00,12/02/2023,
1859,2023-12-02 06:53:00,light,06:53:00,12/02/2023,
1860,2023-12-02 06:54:00,light,06:54:00,12/02/2023,
1861,2023-12-02 06:55:00,light,06:55:00,12/02/2023,
1862,2023-12-02 06:56:00,light,06:56:00,12/02/2023,
1863,2023-12-02 06:57:00,light,06:57:00,12/02/2023,
1864,2023-12-02 06:58:00,light,06:58:00,12/02/2023,
1865,2023-12-02 06:59:00,light,06:59:00,12/02/2023,
1866,2023-12-02 07:00:00,light,07:00:00,12/02/2023,
1867,2023-12-02 07:01:00,light,07:01:00,12/02/2023,
1868,2023-12-02 07:02:00,light,07:02:00,12/02/2023,
1869,2023-12-02 07:03:00,light,07:03:00,12/02/2023,
1870,2023-12-02 07:04:00,light,07:04:00,12/02/2023,
1871,2023-12-02 07:05:00,light,07:05:00,12/02/2023,
1872,2023-12-02 07:06:00,light,07:06:00,12/02/2023,
1873,2023-12-02 07:07:00,light,07:07:00,12/02/2023,
1874,2023-12-02 07:08:00,light,07:08:00,12/02/2023,
1875,2023-12-02 07:09:00,light,07:09:00,12/02/2023,
1876,2023-12-02 07:10:00,light,07:10:00,12/02/2023,
1877,2023-12-02 07:11:00,light,07:11:00,12/02/2023,
1878,2023-12-02 07:12:00,light,07:12:00,12/02/2023,
1879,2023-12-02 07:13:00,light,07:13:00,12/02/2023,
1880,2023-12-02 07:14:00,light,07:14:00,12/02/2023,
1881,2023-12-02 07:15:00,light,07:15:00,12/02/2023,
1882,2023-12-02 07:16:00,light,07:16:00,12/02/2023,
1883,2023-12-02 07:17:00,light,07:17:00,12/02/2023,
1884,2023-12-02 07:18:00,light,07:18:00,12/02/2023,
1885,2023-12-02 07:19:00,light,07:19:00,12/02/2023,
1886,2023-12-02 07:20:00,light,07:20:00,12/02/2023,
1887,2023-12-02 07:21:00,light,07:21:00,12/02/2023,
1888,2023-12-02 07:22:00,light,07:22:00,12/02/2023,
1889,2023-12-02 07:23:00,light,07:23:00,12/02/2023,
1890,2023-12-02 07:24:00,light,07:24:00,12/02/2023,
1891,2023-12-02 07:25:00,deep,07:25:00,12/02/2023,
1892,2023-12-02 07:26:00,deep,07:26:00,12/02/2023,
1893,2023-12-02 07:27:00,deep,07:27:00,12/02/2023,
1894,2023-12-02 07:28:00,deep,07:28:00,12/02/2023,
1895,2023-12-02 07:29:00,deep,07:29:00,12/02/2023,
1896,2023-12-02 07:30:00,deep,07:30:00,12/02/2023,
1897,2023-12-02 07:31:00,deep,07:31:00,12/02/2023,
1898,2023-12-02 07:32:00,deep,07:32:00,12/02/2023,
1899,2023-12-02 07:33:00,deep,07:33:00,12/02/2023,
1900,2023-12-02 07:34:00,light,07:34:00,12/02/2023,
1901,2023-12-02 07:35:00,light,07:35:00,12/02/2023,
1902,2023-12-02 07:36:00,light,07:36:00,12/02/2023,
1903,2023-12-02 07:37:00,light,07:37:00,12/02/2023,
1904,2023-12-02 07:38:00,light,07:38:00,12/02/2023,
1905,2023-12-02 07:39:00,light,07:39:00,12/02/2023,
1906,2023-12-02 07:40:00,light,07:40:00,12/02/2023,
1907,2023-12-02 07:41:00,light,07:41:00,12/02/2023,
1908,2023-12-02 07:42:00,light,07:42:00,12/02/2023,
1909,2023-12-02 07:43:00,deep,07:43:00,12/02/2023,
1910,2023-12-02 07:44:00,deep,07:44:00,12/02/2023,
1911,2023-12-02 07:45:00,deep,07:45:00,12/02/2023,
1912,2023-12-02 07:46:00,deep,07:46:00,12/02/2023,
1913,2023-12-02 07:47:00,deep,07:47:00,12/02/2023,
1914,2023-12-02 07:48:00,deep,07:48:00,12/02/2023,
1915,2023-12-02 07:49:00,deep,07:49:00,12/02/2023,
1916,2023-12-02 07:50:00,deep,07:50:00,12/02/2023,
1917,2023-12-02 07:51:00,deep,07:51:00,12/02/2023,
1918,2023-12-02 07:52:00,deep,07:52:00,12/02/2023,
1919,2023-12-02 07:53:00,deep,07:53:00,12/02/2023,
1920,2023-12-02 07:53:00,light,07:53:00,12/02/2023,
1921,2023-12-02 07:54:00,light,07:54:00,12/02/2023,
1922,2023-12-02 07:55:00,light,07:55:00,12/02/2023,
1923,2023-12-02 07:56:00,light,07:56:00,12/02/2023,
1924,2023-12-02 07:57:00,light,07:57:00,12/02/2023,
1925,2023-12-02 07:58:00,light,07:58:00,12/02/2023,
1926,2023-12-02 07:59:00,wake,07:59:00,12/02/2023,
1927,2023-12-02 08:00:00,wake,08:00:00,12/02/2023,
1928,2023-12-02 08:01:00,wake,08:01:00,12/02/2023,
1929,2023-12-02 08:02:00,wake,08:02:00,12/02/2023,
1930,2023-12-02 08:03:00,wake,08:03:00,12/02/2023,
1931,2023-12-02 08:04:00,wake,08:04:00,12/02/2023,
1932,2023-12-02 08:05:00,wake,08:05:00,12/02/2023,
1933,2023-12-02 08:06:00,wake,08:06:00,12/02/2023,
1934,2023-12-02 08:07:00,wake,08:07:00,12/02/2023,
1935,2023-12-02 08:08:00,wake,08:08:00,12/02/2023,
1936,2023-12-02 08:09:00,wake,08:09:00,12/02/2023,
1937,2023-12-02 08:10:00,wake,08:10:00,12/02/2023,
1938,2023-12-02 08:11:00,wake,08:11:00,12/02/2023,
1939,2023-12-02 08:12:00,wake,08:12:00,12/02/2023,
1940,2023-12-02 08:13:00,wake,08:13:00,12/02/2023,
1941,2023-12-02 08:14:00,rem,08:14:00,12/02/2023,
1942,2023-12-02 08:15:00,rem,08:15:00,12/02/2023,
1943,2023-12-02 08:16:00,rem,08:16:00,12/02/2023,
1944,2023-12-02 08:17:00,rem,08:17:00,12/02/2023,
1945,2023-12-02 08:18:00,rem,08:18:00,12/02/2023,
1946,2023-12-02 08:19:00,rem,08:19:00,12/02/2023,
1947,2023-12-02 08:20:00,rem,08:20:00,12/02/2023,
1948,2023-12-02 08:21:00,light,08:21:00,12/02/2023,
1949,2023-12-02 08:22:00,light,08:22:00,12/02/2023,
1950,2023-12-02 08:23:00,light,08:23:00,12/02/2023,
1951,2023-12-02 08:24:00,light,08:24:00,12/02/2023,
1952,2023-12-02 08:25:00,light,08:25:00,12/02/2023,
